NAZIONALITA,AREOPORTO_ARRIVO,AREOPORTO_PARTENZA,DATA_PARTENZA,CITTA_ARR,CITTA_PARTENZA,PAESE_PART,ZONA,ENTRATI,INVESTIGATI,ALLARMATI,TIPO_DOCUMENTO,GENERE,FASCIA_ETA,FLAG_TRANSITO,COMPAGNIA_AEREA,NUMERO_VOLO,ESITO_CONTROLLO,note_operatore,codice_rischio
alb,bgy,tia,2024-02-11 06:10:00,bergamo,tirana,albania,2,93,93,17,visto,m,18-30,singola tratta,wizz air malta,w43845,,,
alb,bgy,tia,2024-01-30 14:55:00,bergamo,tirana,albania,2,48,48,13,carta d'identità,f,18-30,singola tratta,wizz air malta,w43869,,,
alb,blq,tia,2024-02-14 09:10:00,bologna,tirana,albania,8,119,119,21,permesso di soggiorno,f,18-30,singola tratta,ryanair dac,fr8399,,,
,fco,saw,2024-01-16 15:35:00,roma,istanbul,turchia,5,,,,passaporto,m,18-30,singola tratta,pegasus airlines,pc1225,,,
alb,vce,beg,2024-02-02 18:00:00,venezia,belgrado,serbia,4,4,4,1,permesso di soggiorno,f,31-45,singola tratta,air serbia,ju0564,segnalato,,
alb,fco,tia,2024-02-05 20:55:00,roma,tirana,albania,5,,,,,m,31-45,singola tratta,wizz air malta,w46691,fermato,,
alb,fco,tia,2024-02-18 16:55:00,roma,tirana,albania,5,42,42,10,visto,m,,singola tratta,ita airways,az0585,in attesa,,
alb,mxp,dxb,2024-02-01 15:55:00,milano,dubai,emirati arabi uniti,2,1,1,0,,m,46-60,singola tratta,emirates,ek0091,respinto,,
,fco,ist,2024-01-18 13:05:00,roma,istanbul,turchia,5,10,10,0,passaporto,m,31-45,singola tratta,turkish airlines,tk1865,segnalato,,
alb,trn,tia,2024-02-17 06:55:00,torino,tirana,albania,1,155,158,13,permesso di soggiorno,f,0-17,singola tratta,wizz air malta,w46603,fermato,,
alb,trn,stn,2024-02-16 06:50:00,torino,londra,regno unito,1,1,1,0,permesso di soggiorno,m,61+,singola tratta,ryanair dac,fr0464,in attesa,,
alb,psr,stn,2024-01-08 16:55:00,pescara,londra,regno unito,9,2,2,0,,f,61+,singola tratta,ryanair dac,fr0982,in attesa,,
alb,vrn,tia,2024-02-20 19:50:00,verona,tirana,albania,4,136,136,25,,,0-17,singola tratta,wizz air malta,w43849,in attesa,,
alb,fco,jed,2024-01-02 10:20:00,roma,jeddah,arabia saudita,5,4,4,0,,m,0-17,singola tratta,saudi arabian airlines,sv0201,segnalato,,
alb,mxp,dxb,2024-02-11 15:55:00,milano,dubai,emirati arabi uniti,2,1,1,0,,,18-30,singola tratta,emirates,ek0091,ok,,
alb,bgy,tia,2024-02-25 10:10:00,bergamo,tirana,albania,2,109,109,114,visto,,61+,singola tratta,ryanair dac,fr8356,segnalato,,
alb,tsf,tia,2024-01-29 09:00:00,treviso,tirana,albania,4,87,87,16,passaporto,m,31-45,singola tratta,ryanair dac,fr8400,,,
alb,mxp,gru,2024-01-07 18:00:00,milano,san paolo,brasile,2,1,1,1,,m,31-45,singola tratta,latam airlines brasil,jj8072,,,
alb,tsf,tia,2024-02-08 15:30:00,treviso,tirana,albania,4,32,33,2,permesso di soggiorno,m,18-30,singola tratta,wizz air malta,w44809,ok,,
alb,blq,man,2024-02-23 14:45:00,bologna,manchester,regno unito,8,1,1,0,passaporto,,31-45,singola tratta,ryanair dac,fr2242,respinto,,
alb,aoi,tia,2024-02-09 14:00:00,ancona,tirana,albania,8,83,83,13,,m,61+,singola tratta,wizz air malta,w43855,ok,,
alb,mxp,ewr,2024-01-16 18:05:00,milano,newark,stati uniti,2,2,2,0,visto,f,46-60,singola tratta,united airlines,ua0019,ok,,
alb,mxp,tia,2024-02-10 20:15:00,milano,tirana,albania,2,64,64,11,permesso di soggiorno,f,46-60,singola tratta,wizz air malta,w46629,in attesa,,
alb,blq,ltn,2024-01-21 17:15:00,bologna,londra,regno unito,8,1,1,0,,f,31-45,singola tratta,ryanair dac,fr3406,respinto,,
alb,mxp,man,2024-02-08 19:50:00,milano,manchester,regno unito,2,2,2,2,,m,18-30,singola tratta,easyjet europe,ec3838,respinto,,
alb,flr,tia,2024-01-04 07:20:00,firenze,tirana,albania,8,78,78,25,visto,f,0-17,singola tratta,albawings,2b0267,respinto,,
,vce,lgw,2024-02-15 09:10:00,venezia,londra,regno unito,4,1,1,0,carta d'identità,m,,singola tratta,wizz air malta,w45789,,,
alb,bgy,tia,2024-01-20 12:10:00,bergamo,tirana,albania,2,100,100,8,,f,,singola tratta,wizz air malta,w43885,,,
alb,vce,stn,2024-02-15 14:05:00,venezia,londra,regno unito,4,1,1,0,permesso di soggiorno,f,0-17,singola tratta,ryanair dac,fr0794,respinto,,
alb,goa,tia,2024-02-22 05:35:00,genova,tirana,albania,1,1,0,0,,f,0-17,singola tratta,ita airways,az0507,fermato,,
alb,psa,tia,2024-02-27 00:00:00,pisa,tirana,albania,8,138,139,13,,f,,singola tratta,wizz air malta,w43853,fermato,,
alb,bri,tia,2024-02-07 20:55:00,bari,tirana,albania,9,30,30,7,passaporto,f,,singola tratta,wizz air malta,w46647,segnalato,,
alb,mxp,tia,2024-02-29 19:50:00,milano,tirana,albania,2,85,85,9,visto,m,46-60,singola tratta,wizz air malta,w46609,,,
alb,fco,auh,2024-01-25 14:40:00,roma,abu dhabi,emirati arabi uniti,5,3,3,2,visto,f,18-30,singola tratta,etihad airways,ey0083,in attesa,,
alb,bgy,tia,2024-01-25 21:55:00,bergamo,tirana,albania,2,65,65,18,passaporto,f,0-17,singola tratta,ryanair dac,fr8356,respinto,,
alb,bgy,stn,2024-01-29 08:00:00,bergamo,londra,regno unito,2,1,1,0,,f,18-30,singola tratta,ryanair dac,fr2696,ok,,
alb,cta,tia,2024-01-06 13:05:00,catania,tirana,albania,7,97,97,11,permesso di soggiorno,,0-17,singola tratta,wizz air malta,w46605,ok,,
alb,fco,tia,2024-01-15 06:05:00,roma,tirana,albania,5,123,123,3,passaporto,f,,singola tratta,wizz air malta,w43857,ok,,
,vce,skp,2024-02-24 06:40:00,venezia,skopie,macedonia,4,1,1,1,permesso di soggiorno,f,0-17,singola tratta,wizz air hungary,w67751,respinto,,
afg,fco,isb,2024-02-27 15:35:00,roma,islamabad,pakistan,5,1,1,0,,,46-60,singola tratta,qatar airways,qr0113,in attesa,,
alb,mxp,tia,2024-01-21 20:10:00,milano,tirana,albania,2,76,76,24,permesso di soggiorno,f,61+,singola tratta,wizz air malta,w46609,,,
alb,fco,tia,2024-02-11 16:55:00,roma,tirana,albania,5,34,0,0,carta d'identità,f,61+,singola tratta,ita airways,az0585,respinto,,
alb,blq,tia,2024-01-07 06:20:00,bologna,tirana,albania,8,126,126,24,permesso di soggiorno,f,46-60,singola tratta,wizz air malta,w46681,in attesa,,
alb,mxp,tia,2024-01-03 12:50:00,milano,tirana,albania,2,94,94,16,,,0-17,singola tratta,air albania,zb2003,in attesa,,
alb,mxp,tia,2024-02-01 00:00:00,milano,tirana,albania,2,67,67,4,,m,61+,singola tratta,wizz air malta,w4-6609,,,
alb,fco,skp,2024-01-21 15:40:00,roma,skopie,macedonia,5,1,0,0,passaporto,f,46-60,singola tratta,wizz air hungary,w67757,ok,,
alb,lin,lhr,2024-01-31 07:25:00,milano,londra,regno unito,2,1,1,0,permesso di soggiorno,m,0-17,singola tratta,british airways,ba0564,,,
afg,mxp,ika,2024-01-24 00:00:00,milano,tehran,iran,2,6,6,3,carta d'identità,m,0-17,singola tratta,iran air,ir0751,,,
alb,fco,tia,2024-01-10 20:45:00,roma,tirana,albania,5,98,0,0,,m,18-30,singola tratta,wizz air malta,w46691,ok,,
alb,cta,tia,2024-01-17 19:50:00,catania,tirana,albania,7,3,3,0,,m,61+,singola tratta,wizz air malta,w46688,,,
alb,bgy,tia,2024-02-01 12:10:00,bergamo,tirana,albania,2,53,53,11,,,61+,singola tratta,wizz air malta,w43885,fermato,,
alb,fco,lgw,2024-02-23 09:40:00,roma,londra,regno unito,5,1,1,1,carta d'identità,,31-45,singola tratta,wizz air malta,w45781,fermato,,
alb,bgy,tia,2024-02-05 08:25:00,bergamo,tirana,albania,2,108,108,20,passaporto,f,61+,singola tratta,ryanair dac,fr8350,fermato,,
alb,fco,mia,2024-02-15 19:50:00,roma,miami,stati uniti,5,1,1,0,,f,31-45,singola tratta,ita airways,az0631,fermato,,
alb,goa,tia,2024-01-21 16:55:00,genova,tirana,albania,1,1,2,0,passaporto,,31-45,singola tratta,ita airways,az0585,fermato,,
afg,nap,ist,2024-02-17 08:00:00,napoli,istanbul,turchia,6,1,1,1,permesso di soggiorno,m,,singola tratta,turkish airlines,tk1453,ok,,
alb,cta,tia,2024-02-25 22:05:00,catania,tirana,albania,7,6,6,0,visto,m,46-60,singola tratta,ryanair dac,fr8370,segnalato,,
alb,fco,man,2024-02-05 16:25:00,roma,manchester,regno unito,5,1,1,0,visto,m,0-17,singola tratta,jet2.com,ls1785,in attesa,,
alb,mxp,stn,2024-02-12 08:15:00,milano,londra,regno unito,2,1,1,4,,,0-17,singola tratta,ryanair dac,fr2759,fermato,,
alb,cia,tia,2024-02-13 08:25:00,roma,tirana,albania,5,120,120,10,permesso di soggiorno,m,,singola tratta,ryanair dac,fr8360,segnalato,,
alb,mxp,spx,2024-01-29 12:05:00,milano,giza,egitto,2,1,1,0,passaporto,f,46-60,singola tratta,wizz air malta,w46366,ok,,
alb,mxp,tia,2024-01-14 12:50:00,milano,tirana,albania,2,78,78,9,,f,,singola tratta,air albania,zb2003,ok,,
alb,cia,man,2024-02-06 00:00:00,roma,manchester,regno unito,5,1,1,0,,f,61+,singola tratta,ryanair dac,fr3204,segnalato,,
afg,fco,ika,2024-02-22 06:00:00,roma,tehran,iran,5,48,48,1,passaporto,m,61+,singola tratta,iran air,ir0739,segnalato,,
alb,trn,tia,2024-01-09 11:25:00,torino,tirana,albania,1,130,130,22,visto,f,46-60,singola tratta,wizz air malta,w46661,,,
alb,vrn,tia,2024-01-07 18:55:00,verona,tirana,albania,4,110,110,111,,m,,singola tratta,wizz air malta,w43883,in attesa,,
alb,blq,stn,2024-02-11 12:25:00,bologna,londra,regno unito,8,2,2,0,,f,46-60,singola tratta,ryanair dac,fr1194,,,
alb,vce,tia,2024-02-29 21:20:00,venezia,tirana,albania,4,21,21,3,,m,18-30,singola tratta,wizz air malta,w46718,fermato,,
alb,fco,mnl,2024-01-02 12:35:00,roma,manila,filippine,5,1,1,1,passaporto,m,18-30,singola tratta,china eastern airlines,mu0787,,,
alb,fco,ist,2024-01-10 00:00:00,roma,istanbul,turchia,5,1,1,1,carta d'identità,f,61+,singola tratta,turkish airlines,tk1863,,,
alb,cia,tia,2024-01-01 19:45:00,roma,tirana,albania,5,59,59,7,carta d'identità,m,0-17,singola tratta,ryanair dac,fr8360,ok,,
afg,fco,saw,2024-02-16 10:40:00,roma,istanbul,turchia,5,1,1,0,passaporto,m,61+,singola tratta,pegasus airlines,pc1223,ok,,
alb,trn,tia,2024-01-07 06:55:00,torino,tirana,albania,1,131,131,23,carta d'identità,f,46-60,singola tratta,wizz air malta,w4 6603,,,
alb,psa,tia,2024-01-10 16:30:00,pisa,tirana,albania,8,90,90,15,passaporto,,61+,singola tratta,air albania,zb2009,respinto,,
alb,psa,mle,2024-02-22 08:00:00,pisa,male,maldive,8,1,1,0,visto,m,18-30,singola tratta,fly dubai,fz1295,segnalato,,
alb,lin,jfk,2024-01-11 12:40:00,milano,new york,stati uniti,2,1,1,6,visto,m,,singola tratta,british airways,ba0574,ok,,
,mxp,ltn,2024-02-11 18:30:00,milano,londra,regno unito,2,1,1,1,permesso di soggiorno,f,61+,singola tratta,easyjet,u22485,,,
alb,fco,lgw,2024-01-04 00:00:00,roma,londra,regno unito,5,1,1,0,,,61+,singola tratta,vueling airlines,vy6227,respinto,,
alb,bri,tia,2024-01-21 20:55:00,bari,tirana,albania,9,8,8,3,,f,0-17,singola tratta,wizz air malta,w46647,in attesa,,
afg,fco,dxb,2024-02-27 11:00:00,roma,dubai,emirati arabi uniti,5,1,1,0,,m,31-45,singola tratta,turkish airlines,tk7660,segnalato,,
alb,tsf,tia,2024-01-13 15:25:00,treviso,tirana,albania,4,,,,visto,m,31-45,singola tratta,wizz air malta,w44809,segnalato,,
afg,mxp,ika,2024-01-03 08:50:00,milano,tehran,iran,2,29,29,5,permesso di soggiorno,f,46-60,singola tratta,iran air,ir0751,,,
alb,vce,mru,2024-01-07 09:35:00,venezia,plaisance,mauritius,4,1,1,1,permesso di soggiorno,m,31-45,singola tratta,emirates,ek0135,in attesa,,
alb,blq,mel,2024-01-22 00:00:00,bologna,melbourne,australia,8,1,1,0,,f,0-17,singola tratta,emirates,ek0093,ok,,
alb,psr,tia,2024-02-10 11:15:00,pescara,tirana,albania,9,,,,visto,f,46-60,singola tratta,wizz air malta,w43863,,,
alb,fco,tia,2024-01-14 10:55:00,roma,tirana,albania,5,81,81,4,,m,0-17,singola tratta,wizz air malta,w46691,,,
afg,blq,isb,2024-01-20 08:55:00,bologna,islamabad,pakistan,8,1,1,0,visto,m,61+,singola tratta,emirates,ek0093,segnalato,,
afg,bgy,saw,2024-02-12 10:35:00,bergamo,istanbul,turchia,2,1,1,1,permesso di soggiorno,f,0-17,singola tratta,pegasus airlines,pc1211,in attesa,,
alb,bri,stn,2024-01-06 06:50:00,bari,londra,regno unito,9,1,1,1,,f,61+,singola tratta,ryanair dac,fr1905,in attesa,,
alb,mxp,skp,2024-02-04 15:50:00,milano,skopie,macedonia,2,1,1,0,,f,31-45,singola tratta,turkish airlines,tk1875,in attesa,,
alb,cia,tia,2024-01-19 08:10:00,roma,tirana,albania,5,141,141,5,visto,m,61+,singola tratta,ryanair dac,fr8360,,,
alb,blq,tia,2024-01-17 06:20:00,bologna,tirana,albania,8,14,14,1,,m,31-45,singola tratta,wizz air malta,w46681,ok,,
alb,mxp,mle,2024-02-19 14:45:00,milano,male,maldive,2,1,1,1,,m,61+,singola tratta,etihad airways,ey0079,,,
alb,fco,jfk,2024-02-03 16:35:00,roma,new york,stati uniti,5,3,0,0,,f,61+,singola tratta,ita airways,az0609,in attesa,,
alb,fco,ist,2024-02-01 21:10:00,roma,istanbul,turchia,5,1,1,0,permesso di soggiorno,m,18-30,singola tratta,turkish airlines,tk1361,in attesa,,
alb,cta,tia,2024-01-15 20:30:00,catania,tirana,albania,7,20,20,6,passaporto,f,0-17,singola tratta,ryanair dac,fr8370,ok,,
,mxp,tia,2024-02-11 10:30:00,milano,tirana,albania,2,88,88,12,permesso di soggiorno,f,18-30,singola tratta,wizz air malta,w46629,in attesa,,
alb,mxp,ist,2024-01-20 15:50:00,milano,istanbul,turchia,2,1,1,1,,m,,singola tratta,turkish airlines,tk1875,ok,,
alb,ciy,tia,2024-01-02 12:55:00,comiso,tirana,albania,7,48,48,9,,f,46-60,singola tratta,wizz air malta,w46673,in attesa,,
alb,mxp,lgw,2024-01-02 07:55:00,milano,londra,regno unito,2,3,3,1,,f,0-17,singola tratta,wizz air malta,w45785,,,
alb,goa,stn,2024-02-02 18:05:00,genova,londra,regno unito,1,1,1,0,,m,18-30,singola tratta,ryanair dac,fr0972,fermato,verifica richiesta,
alb,vce,jed,2024-02-28 17:45:00,venezia,jeddah,arabia saudita,4,1,1,0,visto,m,0-17,singola tratta,wizz air malta,w45476,fermato,,
afg,cia,stn,2024-01-20 18:10:00,roma,londra,regno unito,5,1,1,0,passaporto,f,0-17,singola tratta,ryanair dac,fr3004,fermato,,
alb,mxp,man,2024-01-15 11:40:00,milano,manchester,regno unito,2,1,1,0,passaporto,f,46-60,singola tratta,ryanair dac,fr6816,fermato,,
alb,cia,tia,2024-01-21 18:55:00,roma,tirana,albania,5,58,58,7,,f,31-45,singola tratta,ryanair dac,fr8420,in attesa,alert manuale,
,peg,tia,2024-01-03 12:30:00,perugia,tirana,albania,5,78,78,14,carta d'identità,f,0-17,singola tratta,albawings,2b0273,segnalato,,
alb,bgy,tia,2024-01-03 14:50:00,bergamo,tirana,albania,2,,,,,m,61+,singola tratta,wizz air malta,w43869,,,
alb,vce,stn,2024-02-22 14:05:00,venezia,londra,regno unito,4,1,3,0,carta d'identità,m,61+,singola tratta,ryanair dac,fr0794,in attesa,,
alb,mxp,adb,2024-01-01 11:45:00,milano,smirne,turchia,2,1,1,0,visto,,0-17,singola tratta,sunexpress,xq0892,respinto,,
alb,fco,jed,2024-02-28 22:30:00,roma,jeddah,arabia saudita,5,64,0,0,permesso di soggiorno,m,0-17,singola tratta,wizz air malta,w48350,respinto,,
alb,cta,tia,2024-02-16 18:20:00,catania,tirana,albania,7,33,33,35,visto,m,31-45,singola tratta,ryanair dac,fr8370,respinto,,
alb,mxp,lgw,2024-01-20 20:50:00,milano,londra,regno unito,2,1,1,0,,f,18-30,singola tratta,wizz air malta,w45787,respinto,,
alb,mxp,bkk,2024-01-07 00:00:00,milano,bangkok,thailandia,2,1,1,0,permesso di soggiorno,m,31-45,singola tratta,singapore airlines,sq-0378,segnalato,,
afg,fco,saw,2024-02-07 10:40:00,roma,istanbul,turchia,5,1,1,1,passaporto,f,31-45,singola tratta,pegasus airlines,pc1223,ok,,
alb,fco,lgw,2024-01-27 22:05:00,roma,londra,regno unito,5,1,0,0,permesso di soggiorno,f,0-17,singola tratta,wizz air malta,w42700,ok,,
alb,blq,stn,2024-02-03 11:25:00,bologna,londra,regno unito,8,1,1,0,,m,18-30,singola tratta,ryanair dac,fr0194,segnalato,,
alb,vrn,tia,2024-02-10 13:20:00,verona,tirana,albania,4,125,125,18,carta d'identità,f,46-60,singola tratta,wizz air malta,w43883,respinto,,
alb,cta,tia,2024-01-13 13:05:00,catania,tirana,albania,7,54,54,4,permesso di soggiorno,f,31-45,singola tratta,wizz air malta,w46605,,,
afg,fco,amm,2024-01-05 23:00:00,roma,amman,giordania,5,1,0,0,passaporto,f,61+,singola tratta,wizz air malta,w48310,segnalato,,
alb,mxp,lgw,2024-02-05 12:25:00,milano,londra,regno unito,2,1,1,0,visto,f,61+,singola tratta,easyjet,u28307,in attesa,,
alb,mxp,prn,2024-01-23 21:10:00,milano,pristina,cossovo,2,8,8,1,passaporto,m,18-30,singola tratta,wizz air malta,w45554,,,
alb,bgy,saw,2024-02-07 14:00:00,bergamo,istanbul,turchia,2,1,1,0,permesso di soggiorno,f,18-30,singola tratta,pegasus airlines,pc1213,in attesa,,
alb,bgy,stn,2024-01-29 11:45:00,bergamo,londra,regno unito,2,2,2,0,visto,m,0-17,singola tratta,ryanair dac,fr2738,in attesa,,
alb,tsf,tia,2024-01-11 15:25:00,treviso,tirana,albania,4,71,71,14,carta d'identità,f,46-60,singola tratta,wizz air malta,w44809,fermato,,
alb,cta,tia,2024-02-23 00:00:00,catania,tirana,albania,7,21,21,0,,m,46-60,singola tratta,wizz air malta,w46688,in attesa,,
alb,bgy,tia,2024-01-04 12:10:00,bergamo,tirana,albania,2,122,122,27,permesso di soggiorno,m,46-60,singola tratta,wizz air malta,w43885,segnalato,,
alb,cta,tia,2024-01-10 13:25:00,catania,tirana,albania,7,71,71,12,passaporto,f,18-30,singola tratta,ryanair dac,fr8370,,,
afg,cta,kbl,2024-01-05 07:35:00,catania,kabul,afghanistan,7,1,1,0,,f,46-60,singola tratta,fly dubai,fz1501,fermato,,
alb,trs,tia,2024-02-10 16:20:00,trieste,tirana,albania,4,84,84,7,,f,18-30,singola tratta,wizz air malta,w44835,,,
,bgy,stn,2024-01-13 05:45:00,bergamo,londra,regno unito,2,1,1,0,,f,46-60,singola tratta,ryanair dac,fr2696,segnalato,,
alb,trs,tia,2024-01-09 00:00:00,trieste,tirana,albania,4,52,52,12,carta d'identità,m,0-17,singola tratta,wizz air malta,w44835,ok,,
alb,fco,icn,2024-01-01 17:55:00,roma,seoul,corea del sud,5,1,4,0,carta d'identità,m,0-17,singola tratta,turkish airlines,tk1863,,,
alb,blq,tia,2024-01-08 18:00:00,bologna,tirana,albania,8,86,86,18,,f,0-17,singola tratta,air albania,zb2005,ok,,
,mxp,jfk,2024-01-13 17:00:00,milano,new york,stati uniti,2,1,1,0,permesso di soggiorno,,61+,singola tratta,neos s.p.a.,no0789,ok,,
alb,bgy,saw,2024-02-15 10:35:00,bergamo,istanbul,turchia,2,3,3,1,,m,46-60,singola tratta,pegasus airlines,pc1211,,,
,bri,tia,2024-02-10 00:00:00,bari,tirana,albania,9,95,95,3,passaporto,m,61+,singola tratta,wizz air malta,w46601,segnalato,,
alb,trn,tia,2024-02-06 06:55:00,torino,tirana,albania,1,98,98,18,,m,18-30,singola tratta,wizz air malta,w46603,respinto,,
alb,blq,sof,2024-01-18 06:30:00,bologna,sofia,bulgaria,8,1,1,1,permesso di soggiorno,f,46-60,singola tratta,air serbia,ju0550,ok,,
alb,fco,evn,2024-02-06 03:40:00,roma,yerevan,armenia,5,1,0,0,visto,f,61+,singola tratta,wizz air malta,w48336,segnalato,,
,mxp,lrm,2024-01-14 19:30:00,milano,la romana,repubblica dominicana,2,1,1,1,passaporto,f,31-45,singola tratta,neos s.p.a.,no0737,ok,,
alb,psa,tia,2024-02-08 16:15:00,pisa,tirana,albania,8,112,112,14,permesso di soggiorno,m,61+,singola tratta,wizz air malta,w46649,segnalato,,
alb,fco,lgw,2024-02-04 09:20:00,roma,londra,regno unito,5,1,1,0,carta d'identità,f,31-45,singola tratta,vueling airlines,vy6229,segnalato,,
alb,blq,stn,2024-02-18 12:25:00,bologna,londra,regno unito,8,3,3,1,permesso di soggiorno,,0-17,singola tratta,ryanair dac,fr1194,in attesa,,
alb,fco,auh,2024-02-07 02:25:00,roma,abu dhabi,emirati arabi uniti,5,1,1,0,carta d'identità,,46-60,singola tratta,etihad airways,ey0085,respinto,,
alb,mxp,man,2024-01-05 07:45:00,milano,manchester,regno unito,2,1,1,0,visto,m,31-45,singola tratta,ryanair dac,fr6816,,,
alb,mxp,tia,2024-02-02 06:20:00,milano,tirana,albania,2,167,167,4,,,0-17,singola tratta,wizz air malta,w46607,,,
alb,bgy,bfs,2024-01-12 09:15:00,bergamo,belfast,regno unito,2,1,1,0,,m,18-30,singola tratta,ryanair dac,fr9603,respinto,,
alb,mxp,dxb,2024-02-05 15:55:00,milano,dubai,emirati arabi uniti,2,1,1,0,,,61+,singola tratta,emirates,ek0091,,,
alb,mxp,prn,2024-01-20 21:40:00,milano,pristina,cossovo,2,5,5,1,,m,,singola tratta,wizz air malta,w45554,in attesa,,
alb,blq,tia,2024-01-03 09:10:00,bologna,tirana,albania,8,109,109,23,carta d'identità,,0-17,singola tratta,ryanair dac,fr8399,respinto,,
alb,flr,tia,2024-01-13 15:45:00,firenze,tirana,albania,8,2,2,0,,f,18-30,singola tratta,ita airways,az0585,,,
alb,vrn,mle,2024-01-28 10:45:00,verona,male,maldive,4,,,,carta d'identità,,46-60,singola tratta,neos s.p.a.,no0611,ok,,
alb,fco,tia,2024-02-13 07:50:00,roma,tirana,albania,5,137,137,2,,m,,singola tratta,wizz air malta,w46116,in attesa,,
alb,psa,tia,2024-01-01 15:15:00,pisa,tirana,albania,8,75,75,12,passaporto,f,31-45,singola tratta,wizz air malta,w46649,respinto,,
alb,flr,tia,2024-01-25 00:00:00,firenze,tirana,albania,8,1,1,1,carta d'identità,m,61+,singola tratta,ita airways,az0507,,,
alb,cta,tia,2024-02-22 08:10:00,catania,tirana,albania,7,30,30,4,permesso di soggiorno,f,61+,singola tratta,wizz air malta,w46605,,,
alb,cag,tia,2024-02-18 16:55:00,cagliari,tirana,albania,5,1,1,0,,m,0-17,singola tratta,ita airways,az0585,ok,,
alb,blq,ltn,2024-02-04 17:15:00,bologna,londra,regno unito,8,1,1,0,permesso di soggiorno,,,singola tratta,ryanair dac,fr3406,respinto,,
alb,bds,tia,2024-02-05 21:00:00,brindisi,tirana,albania,9,11,11,1,,m,0-17,singola tratta,wizz air malta,w44817,,,
alb,mxp,brs,2024-02-27 09:15:00,milano,bristol,regno unito,2,,,,,m,,singola tratta,easyjet europe,ec3840,fermato,,
alb,lin,lhr,2024-02-03 10:20:00,milano,londra,regno unito,2,1,1,0,permesso di soggiorno,f,61+,singola tratta,british airways,ba0588,respinto,,
alb,fco,beg,2024-02-24 06:10:00,roma,belgrado,serbia,5,1,4,1,passaporto,m,0-17,singola tratta,wizz air hungary,w68328,ok,,
alb,trn,tia,2024-01-24 07:10:00,torino,tirana,albania,1,170,170,33,visto,m,31-45,singola tratta,wizz air malta,w46603,ok,,
alb,bgy,tia,2024-02-18 12:10:00,bergamo,tirana,albania,2,72,72,11,carta d'identità,f,0-17,singola tratta,wizz air malta,w43885,,,
alb,fco,lhr,2024-02-25 00:00:00,roma,londra,regno unito,5,1,1,0,permesso di soggiorno,f,0-17,singola tratta,british airways,ba0548,,,
alb,fco,tia,2024-02-08 05:35:00,roma,tirana,albania,5,24,24,0,visto,m,31-45,singola tratta,ita airways,az0507,segnalato,,
alb,blq,stn,2024-01-12 20:50:00,bologna,londra,regno unito,8,1,1,0,,m,18-30,singola tratta,ryanair dac,fr1194,segnalato,,
alb,fco,skp,2024-01-14 13:10:00,roma,skopie,macedonia,5,3,3,0,,m,46-60,singola tratta,wizz air hungary,w67757,respinto,,
alb,bgy,tia,2024-02-28 20:35:00,bergamo,tirana,albania,2,59,59,12,passaporto,m,,singola tratta,ryanair dac,fr8356,,,
alb,cia,tia,2024-02-02 08:10:00,roma,tirana,albania,5,94,94,7,,m,46-60,singola tratta,ryanair dac,fr8360,respinto,,
alb,trn,tia,2024-01-18 06:55:00,torino,tirana,albania,1,165,165,24,,f,18-30,singola tratta,wizz air malta,w46603,in attesa,,
alb,bri,tia,2024-02-24 11:35:00,bari,tirana,albania,9,78,78,2,carta d'identità,m,18-30,singola tratta,wizz air malta,w46601,,,
alb,pmo,mle,2024-01-14 10:45:00,palermo,male,maldive,7,3,3,0,passaporto,m,31-45,multitratta,neos s.p.a.,no0611,ok,,
alb,cta,tia,2024-01-08 12:45:00,catania,tirana,albania,7,84,84,6,passaporto,m,0-17,singola tratta,wizz air malta,w46605,,,
alb,psr,tia,2024-02-04 11:15:00,pescara,tirana,albania,9,78,78,17,permesso di soggiorno,f,61+,singola tratta,wizz air malta,w43863,respinto,,
